customer_id,days_since_last_txn,txn_count_90d,avg_txn_amount,monthly_volume,active_loan_count,max_fd_balance,qr_txn_count_30d,remittance_30d,age,occupation_type,district_code,true_persona
40,21,5,8481.180713456624,8777.838547685344,0,0.0,0,0.0,22,2,50,Micro Finance Rural
41,36,5,9589.63103142133,21534.317676177485,1,0.0,0,1921.4138657105846,27,2,62,Micro Finance Rural
42,2,14,186538.20595332622,231574.450302977,0,5000900.497934282,0,0.0,54,1,46,High-Value Depositor
43,1,79,1836.5573855929285,43673.908985712216,0,0.0,57,0.0,18,3,32,QR Digital-First Youth
44,2,22,37300.30366491509,200438.12535665676,0,136613.3809964116,8,87272.04051955767,24,4,30,NRN Remittance Active
45,199,0,642.4273053847622,0.0,0,0.0,0,0.0,32,0,12,Dormant At-Risk
46,16,13,184315.92284783506,859272.1645853927,0,3452461.9705361696,0,0.0,60,1,9,High-Value Depositor
47,0,123,79830.23737641079,2778682.786356947,2,54865.61942238231,42,0.0,45,1,9,Active SME Borrower
48,1,166,81923.42128507071,2456052.562527793,2,68059.3070712114,27,0.0,51,1,69,Active SME Borrower
49,4,37,26110.566721799427,172252.13499470934,2,35318.7231958853,0,102363.5854610644,31,4,43,NRN Remittance Active
50,6,24,22828.29428418466,152881.1381579798,0,35594.46349662364,3,59715.320363112245,21,4,60,NRN Remittance Active
51,3,130,46881.99659668671,2836556.53576742,2,73299.11284547762,37,0.0,46,1,64,Active SME Borrower
52,1,81,3878.786181917943,42883.94246029214,0,0.0,59,0.0,22,3,18,QR Digital-First Youth
53,5,172,65116.21216314634,2659175.738961151,2,45364.65198192192,20,0.0,48,1,56,Active SME Borrower
54,0,95,1554.0033639830265,64904.196213892246,0,0.0,65,0.0,23,3,18,QR Digital-First Youth
55,1,86,76507.01865180595,2576648.641375147,2,12538.396380239064,26,0.0,53,1,19,Active SME Borrower
56,0,97,3247.627808504286,36597.832525486665,0,0.0,58,0.0,25,0,52,QR Digital-First Youth
57,1,71,92147.99564222446,3932223.7789540617,2,57797.745801535384,37,0.0,41,1,17,Active SME Borrower
58,125,1,639.904009547642,0.0,0,0.0,0,0.0,45,0,43,Dormant At-Risk
59,6,36,20847.453030098484,148152.9406766251,0,126519.71529623764,7,69257.06808940193,27,4,41,NRN Remittance Active
60,5,33,35729.518891409134,214105.4195713256,0,74498.09127428323,0,103133.58063405612,49,0,45,NRN Remittance Active
61,8,27,23289.05861911589,226455.05033366237,0,104018.9700104585,5,97086.0855940317,36,4,71,NRN Remittance Active
62,2,70,1686.039787858583,50215.17366792662,0,0.0,45,0.0,19,3,38,QR Digital-First Youth
63,39,0,440.7247205579624,14951.700355740204,1,0.0,0,2743.2086893488627,38,2,44,Micro Finance Rural
64,16,6,140840.1690639806,525235.5807323934,0,2121420.2567868456,1,0.0,39,0,45,High-Value Depositor
65,10,40,48910.59242956913,206508.23461330583,1,101928.66209881268,7,68729.14854588929,45,4,35,NRN Remittance Active
66,1,98,1077.3372719307968,58062.01494382233,0,0.0,56,0.0,18,3,48,QR Digital-First Youth
67,7,30,55975.084899313675,164355.03187006296,1,103726.70001111217,10,76926.13761068734,28,0,28,NRN Remittance Active
68,179,0,244.18336013331154,0.0,0,0.0,0,0.0,55,0,54,Dormant At-Risk
69,41,7,1072.0004321609158,15228.092540862526,0,0.0,0,1042.7468927911837,45,2,15,Micro Finance Rural
70,2,12,81391.28420779579,116001.66525339874,1,90176.53877242372,2,55056.58128347172,41,4,6,NRN Remittance Active
71,9,6,7205.330625301402,12151.72241332517,1,0.0,0,4837.799124018733,32,2,69,Micro Finance Rural
72,15,8,142237.04755876257,514455.7930768578,1,1914207.27655131,3,0.0,51,0,76,High-Value Depositor
73,1,132,52630.33596694214,2792827.327812565,1,58392.21170860859,27,0.0,37,1,23,Active SME Borrower
74,3,23,59439.20362067449,226508.60276102606,0,175499.71622159655,2,95356.13173954286,28,4,66,NRN Remittance Active
75,7,31,77944.98351783784,121198.74147616662,0,59359.475521910674,7,89570.95539743846,34,4,33,NRN Remittance Active
76,0,104,1679.7833588343485,48907.12217839137,0,0.0,49,0.0,26,0,32,QR Digital-First Youth
77,8,16,180412.30958424843,395253.7394457157,0,2185309.1712119076,1,0.0,57,0,30,High-Value Depositor
78,28,6,4300.068080740295,8890.091288556032,1,0.0,0,9015.404747337136,33,2,48,Micro Finance Rural
79,2,82,955.5190950611803,49327.922834188656,0,0.0,43,0.0,25,3,41,QR Digital-First Youth
80,10,21,41876.659355808704,178636.2659664911,1,52957.32352089094,6,73630.60997251162,46,4,49,NRN Remittance Active
81,0,97,2770.4875937602874,28694.3682940188,0,0.0,76,0.0,21,0,52,QR Digital-First Youth
82,2,6,4650.589033917931,541906.8460525589,0,1401590.7820374474,0,0.0,44,0,46,High-Value Depositor
83,36,1,10731.87167552575,14663.295371307158,2,0.0,0,0.0,42,2,42,Micro Finance Rural
84,0,123,41910.00895396229,2278222.0928657725,2,67682.68501804316,12,0.0,41,1,40,Active SME Borrower
85,19,2,4267.285924025371,19316.613478186337,0,0.0,0,0.0,21,2,29,Micro Finance Rural
86,1,184,111467.27810748614,1735121.4496823992,2,22351.535457915492,77,0.0,46,1,39,Active SME Borrower
87,1,183,115450.8931254929,1613605.9780830168,2,49642.535855232774,0,0.0,51,1,40,Active SME Borrower
88,4,122,80605.82926957465,3274108.3281974313,2,44380.05334493908,40,0.0,39,1,62,Active SME Borrower
89,1,52,2159.6798417937607,9380.063529660765,0,0.0,75,0.0,30,3,30,QR Digital-First Youth
90,16,9,9997.798976651697,16891.110129084424,1,0.0,0,80.47825407481923,25,2,51,Micro Finance Rural
91,28,4,10832.70854404039,17649.485650764735,1,0.0,1,1160.5980898129947,29,2,1,Micro Finance Rural
92,1,90,1333.5889386637796,51872.018608849554,0,0.0,75,0.0,27,3,19,QR Digital-First Youth
93,224,0,100.0,0.0,0,0.0,0,0.0,31,1,49,Dormant At-Risk
94,14,8,105946.5831669354,545406.8957729777,0,2391861.009608583,4,0.0,46,0,64,High-Value Depositor
95,3,23,70526.22554494279,3857930.49952665,2,13368.678831775323,79,0.0,43,1,1,Active SME Borrower
96,0,90,68130.05560546521,2801310.4199365233,2,35990.67109407407,36,0.0,43,1,18,Active SME Borrower
97,128,0,665.7429666333351,571.633742781923,0,0.0,0,0.0,28,3,36,Dormant At-Risk
98,0,55,1403.627488226481,37713.70935066537,0,0.0,53,0.0,20,3,11,QR Digital-First Youth
99,32,10,10975.68402515649,27860.41078927095,1,0.0,1,10219.380965112883,52,2,50,Micro Finance Rural
100,30,3,5611.205984933877,20176.563314467443,1,0.0,0,3760.3081845254655,25,2,66,Micro Finance Rural
101,26,16,211154.15335476625,301660.6673119379,1,1899614.3071288941,3,0.0,59,0,39,High-Value Depositor
102,4,111,96852.34398793691,3156026.1775888815,1,23615.86736980816,36,0.0,55,1,59,Active SME Borrower
103,5,138,108001.40096974329,2286009.388423411,1,62819.18021050196,25,0.0,49,1,66,Active SME Borrower
104,1,89,1977.1552401176384,43471.817793802504,0,0.0,50,0.0,30,3,63,QR Digital-First Youth
105,22,7,9168.366971457766,18977.112916245453,1,0.0,0,8914.391296021517,40,2,10,Micro Finance Rural
106,2,30,65879.87364271996,115146.05435996516,0,140516.73142287228,8,55117.004097148805,36,4,69,NRN Remittance Active
107,8,1,34457.50780596839,202385.07844388048,1,125975.14070967131,3,89969.46435994185,30,4,76,NRN Remittance Active
108,1,78,1557.7652882009327,31014.033150350297,0,0.0,77,0.0,24,3,8,QR Digital-First Youth
109,93,0,419.13567432197505,0.0,0,0.0,0,0.0,18,2,62,Dormant At-Risk
110,4,18,41767.8492575349,235879.0102522159,0,228257.70292998457,4,116527.15092581847,42,4,25,NRN Remittance Active
111,0,0,3642.4835351010315,19471.788055061086,0,0.0,0,8277.661646937133,36,2,60,Micro Finance Rural
112,14,4,8012.416462127707,23134.636812166296,1,0.0,0,0.0,39,2,2,Micro Finance Rural
113,3,159,67871.46598776929,2318723.90935163,2,69196.91891697852,46,0.0,46,1,16,Active SME Borrower
114,3,36,47547.40008875531,151458.7213384048,1,0.0,7,109610.90010417101,41,4,55,NRN Remittance Active
115,0,115,1354.503250726328,61693.81806331113,0,0.0,60,0.0,21,3,77,QR Digital-First Youth
116,3,140,71188.01707001278,1733083.5362407463,2,67733.5603859046,60,0.0,53,1,56,Active SME Borrower
117,38,2,8733.426467056392,8449.841592392437,1,0.0,0,7242.212751421688,41,2,2,Micro Finance Rural
118,7,1,137057.2799815084,373423.9450230416,1,2639653.689565351,2,0.0,56,1,1,High-Value Depositor
119,0,43,46210.7059008967,113766.28941588476,0,6057.1543128425255,4,98920.84822192971,58,4,74,NRN Remittance Active
120,4,119,52848.02750327053,3022551.717195182,2,50522.91377466824,24,0.0,52,1,14,Active SME Borrower
121,6,5,11494.77330182628,16704.578877465065,1,0.0,0,7892.733797777797,50,2,74,Micro Finance Rural
122,6,84,83809.07315199898,1398155.4352749465,2,49694.227388766296,35,0.0,42,1,25,Active SME Borrower
123,1,72,1915.328338690926,79866.77102926592,0,0.0,60,0.0,24,0,58,QR Digital-First Youth
124,31,6,2977.044460971608,12992.8194464936,1,0.0,0,2590.828275079967,51,2,76,Micro Finance Rural
125,2,159,57489.445802272676,2431635.986104112,2,76895.24953861395,34,0.0,51,1,70,Active SME Borrower
126,0,182,73547.27426298859,3320521.4826484825,1,40135.37757511737,39,0.0,57,1,55,Active SME Borrower
127,0,191,83674.59261906536,3387408.200873767,2,38049.22474288035,59,0.0,49,1,17,Active SME Borrower
128,1,176,80618.42753961017,1934760.9676230287,2,61640.243216966745,0,0.0,36,1,38,Active SME Borrower
129,212,0,371.23039591552356,0.0,0,0.0,0,0.0,53,2,26,Dormant At-Risk
130,0,29,46901.559017131694,60643.070620777435,0,65768.51014112246,11,95712.75176930327,23,4,73,NRN Remittance Active
131,14,2,7153.41877095137,22895.005913686604,1,0.0,0,5030.643432391392,42,2,14,Micro Finance Rural
132,2,159,106343.58558892891,2671225.745648473,2,76683.2760658324,63,0.0,68,1,64,Active SME Borrower
133,17,8,109078.56670289993,301227.4650330293,0,2441279.5728953714,0,0.0,74,1,2,High-Value Depositor
134,14,4,6097.60609879397,18056.777583253377,1,0.0,0,0.0,36,2,59,Micro Finance Rural
135,0,91,659.8708448416444,23171.94130892448,0,0.0,57,0.0,28,3,2,QR Digital-First Youth
136,204,0,100.0,0.0,0,0.0,0,0.0,50,2,68,Dormant At-Risk
137,17,9,170919.91104443418,601117.848367175,0,2909438.5306422524,2,0.0,60,0,31,High-Value Depositor
138,9,1,11320.789590200337,10579.183769807933,2,0.0,0,11832.680864885482,39,2,13,Micro Finance Rural
139,4,33,49898.939398745344,155751.27831714036,0,74059.99788143138,5,99069.09088838632,42,4,69,NRN Remittance Active
140,1,86,1542.5898085566694,44967.16293318374,0,0.0,58,0.0,28,3,9,QR Digital-First Youth
141,22,20,94992.28835141525,393566.2873745621,0,2346094.7730253125,2,0.0,63,1,13,High-Value Depositor
142,20,7,7521.428817692029,21058.656580251012,1,0.0,0,1318.123456303872,40,2,17,Micro Finance Rural
143,38,0,7746.400319160299,21879.87031103184,1,0.0,0,6306.510434820132,49,2,6,Micro Finance Rural
144,4,12,194629.86691496545,614814.2441788003,0,2710496.2989215036,0,0.0,64,1,17,High-Value Depositor
145,2,94,2905.0533466416955,58534.82481028842,0,0.0,55,0.0,18,3,12,QR Digital-First Youth
146,28,4,8807.725151710954,14053.030557710506,0,0.0,0,1958.4349275013542,53,2,74,Micro Finance Rural
147,17,5,6549.844966576677,12569.122212413378,0,0.0,0,3705.4197379822035,26,2,66,Micro Finance Rural
148,10,8,161572.2961262786,365502.88079873275,0,2718388.9875441743,0,0.0,58,0,7,High-Value Depositor
149,1,32,28322.23940003957,159515.50626985283,0,124439.32368911995,0,78312.96347372099,44,4,62,NRN Remittance Active
150,2,118,82538.91968010078,3149905.1645194665,2,43705.626686771575,8,0.0,52,1,56,Active SME Borrower
151,15,8,14387.288395449814,19512.839797345427,1,0.0,0,1184.1637252024757,45,2,27,Micro Finance Rural
152,26,0,8936.097800298863,18226.762176635682,0,0.0,0,2255.630749398904,42,2,58,Micro Finance Rural
153,0,213,62042.18550416922,3276626.16935673,2,69282.41461215854,36,0.0,46,1,44,Active SME Borrower
154,0,116,1513.1957397314652,34642.44973667459,0,0.0,60,0.0,28,3,52,QR Digital-First Youth
155,36,4,12176.742324810833,17643.787366243225,1,0.0,1,9348.437146484757,42,2,33,Micro Finance Rural
156,31,3,9477.145289364356,16196.711843673744,1,0.0,0,4907.542459894779,43,2,16,Micro Finance Rural
157,33,12,13007.084015604152,5028.19663081862,1,0.0,0,0.0,22,2,23,Micro Finance Rural
158,33,12,189531.27995813842,190854.04266185337,0,1750828.2733967581,1,0.0,48,0,9,High-Value Depositor
159,27,3,11257.617137508487,12441.965801268076,1,0.0,0,14033.971152121285,44,2,75,Micro Finance Rural
160,3,146,55344.308338240946,3240441.6009866796,2,61037.93699107705,26,0.0,41,1,34,Active SME Borrower
161,12,11,200375.6844918461,666950.2652649764,0,2389994.5012989487,1,0.0,42,1,71,High-Value Depositor
162,0,122,101357.66363967021,2308482.649507607,2,77131.9565520114,29,0.0,51,1,19,Active SME Borrower
163,20,2,14934.64090273122,12411.251188123984,0,0.0,0,2841.121482814057,46,2,61,Micro Finance Rural
164,19,11,223633.5337875491,691340.6372771317,0,3469369.3024080545,1,0.0,50,0,40,High-Value Depositor
165,0,27,6488.461353915001,149787.3951640029,0,97278.78498143471,0,93606.19129013235,29,4,7,NRN Remittance Active
166,33,6,180336.15295680915,636413.8980125262,0,1229048.2789077172,0,0.0,62,0,42,High-Value Depositor
167,221,0,557.625430997451,313.0197409892027,0,0.0,0,0.0,38,2,11,Dormant At-Risk
168,0,85,1548.7741617459474,45657.223904426304,0,0.0,55,0.0,20,3,47,QR Digital-First Youth
169,1,97,1165.53631654302,46488.89659465477,0,0.0,72,0.0,32,0,18,QR Digital-First Youth
170,0,25,48848.660937739616,202653.48587974563,0,53391.9472567319,7,74718.17321640074,39,4,5,NRN Remittance Active
171,8,4,119117.91615331516,458306.3578919184,0,3163545.6184984352,0,0.0,45,1,52,High-Value Depositor
172,182,0,191.15933864123207,0.0,0,0.0,0,0.0,18,2,36,Dormant At-Risk
173,22,4,7700.106968066525,25585.903772129295,1,0.0,0,2897.754792065524,62,2,58,Micro Finance Rural
174,0,4,4553.660320406737,16776.17353622895,1,0.0,0,897.0414051923899,55,2,62,Micro Finance Rural
175,20,9,99305.20238537312,427992.1462486035,0,3743405.7971871616,3,0.0,49,1,50,High-Value Depositor
176,14,14,95742.47367211009,656426.0003062919,0,3677184.963184339,0,0.0,45,1,59,High-Value Depositor
177,2,22,35000.32210563033,187359.32950625467,1,128737.34645627525,7,96328.89973558053,21,4,7,NRN Remittance Active
178,1,96,539.1167637806385,22131.271333710334,0,0.0,95,0.0,24,3,19,QR Digital-First Youth
179,2,115,88574.7242095749,3556202.2228088854,2,33753.70974777572,52,0.0,33,1,58,Active SME Borrower
180,19,7,9557.554319880153,8077.890126773396,1,0.0,0,4655.225320568117,29,2,52,Micro Finance Rural
181,0,87,869.1475918518958,40491.12212345484,0,0.0,36,0.0,29,3,35,QR Digital-First Youth
182,5,87,61501.08111256805,1861249.9997692634,2,76390.78914904578,70,0.0,49,1,17,Active SME Borrower
183,19,4,5321.081794272748,21599.724294811716,0,0.0,0,6997.363041321951,36,2,73,Micro Finance Rural
184,0,240,40069.02562443351,763734.604154099,2,35430.92993720572,14,0.0,53,1,1,Active SME Borrower
185,39,5,11291.743989292903,15480.201813770518,0,0.0,0,11227.131298865748,33,2,39,Micro Finance Rural
186,1,83,1317.0690451849862,53901.194459136204,0,0.0,58,0.0,31,3,42,QR Digital-First Youth
187,19,8,192257.89855921606,544846.9489070583,0,2647755.9074001284,0,0.0,57,1,51,High-Value Depositor
188,28,3,9662.003081296474,11741.246661015444,0,0.0,0,1808.7598695185543,32,2,43,Micro Finance Rural
189,1,34,42662.8637672714,192415.86098523028,1,49765.536056254256,7,101344.13034995097,40,4,38,NRN Remittance Active
190,18,14,187896.09249618097,539736.0019094814,0,1195410.5561995273,0,0.0,52,0,7,High-Value Depositor
191,1,85,1869.547667974764,41412.185338618074,0,0.0,62,0.0,25,3,9,QR Digital-First Youth
192,5,13,50918.16051475012,150691.78616111973,0,40283.04176903625,7,75368.58634464533,28,4,69,NRN Remittance Active
193,3,141,58831.98718639878,1355105.1776558617,2,59223.81037099407,46,0.0,39,1,14,Active SME Borrower
194,3,22,35183.313996730394,164472.55364253293,0,177614.14546883572,8,95504.0193203136,23,4,52,NRN Remittance Active
195,2,89,1272.4755870503543,33104.88112158509,0,0.0,56,0.0,23,3,50,QR Digital-First Youth
196,1,115,73619.00132413782,2707244.8197662295,1,76131.16626539473,37,0.0,34,1,17,Active SME Borrower
197,4,32,72219.73750984616,60032.165939176324,1,35139.423041686336,4,77294.21192777579,35,4,34,NRN Remittance Active
198,0,125,93122.9291463932,2331241.117481274,2,45909.99990244627,22,0.0,30,1,20,Active SME Borrower
199,16,14,102712.69696516095,473572.6822196905,0,2537574.859335866,0,0.0,18,0,71,High-Value Depositor
200,2,96,59947.295477865424,2785560.413940091,2,50697.734755851496,52,0.0,32,1,12,Active SME Borrower
201,19,3,5593.789995201402,16238.264725778807,1,0.0,0,1188.1111024540364,44,2,76,Micro Finance Rural
202,1,57,624.8266140299042,58801.98648632051,0,0.0,59,0.0,33,3,53,QR Digital-First Youth
203,22,10,173600.11354596372,240156.72731083515,0,3353201.545051554,2,0.0,66,0,69,High-Value Depositor
204,3,163,61659.44585365708,2849129.8219414605,2,62136.44876076018,77,0.0,51,1,63,Active SME Borrower
205,184,1,962.4353042529754,556.4942576438985,0,0.0,0,0.0,24,3,48,Dormant At-Risk
206,4,8,73221.3938396447,322950.2627751555,1,2540924.748728923,0,0.0,58,1,22,High-Value Depositor
207,1,98,531.0067121205211,57203.00836392718,0,0.0,67,0.0,25,3,26,QR Digital-First Youth
208,15,7,120382.20221739732,420464.06127707916,1,2352659.7733784937,0,0.0,50,1,65,High-Value Depositor
209,0,112,1405.160765338196,54468.618296531364,0,0.0,58,0.0,25,3,48,QR Digital-First Youth
210,25,12,177363.23986889835,522274.5203680105,0,3941942.401952601,3,0.0,60,0,19,High-Value Depositor
211,3,121,99822.05473783409,2788405.6768175485,2,73390.21289968514,52,0.0,44,1,35,Active SME Borrower
212,0,75,632.5923034239644,30197.04009785479,0,0.0,31,0.0,23,0,60,QR Digital-First Youth
213,27,3,3884.98342894068,16701.29504955243,0,0.0,0,7214.287348280259,64,2,41,Micro Finance Rural
214,148,0,1362.785489070956,84.53701135260587,0,0.0,0,0.0,36,0,62,Dormant At-Risk
215,40,5,7751.919231987395,17264.23135412875,0,0.0,0,5033.662442865368,33,2,65,Micro Finance Rural
216,0,72,1155.3656138954705,29727.507169154906,0,0.0,89,0.0,32,3,25,QR Digital-First Youth
217,0,2,8589.288535913582,22623.53998309578,1,0.0,0,14648.804724742111,54,2,49,Micro Finance Rural
218,0,7,4436.501316372734,12872.452668725437,1,0.0,0,2230.9645043603628,59,2,1,Micro Finance Rural
219,5,5,4900.013083114829,22643.696488470374,0,0.0,0,0.0,55,2,56,Micro Finance Rural
220,4,36,41511.01142346771,129397.3865107539,1,100974.70116384282,0,80086.93295748932,25,4,3,NRN Remittance Active
221,0,106,1910.2631432109456,51499.99509344419,0,0.0,52,0.0,23,0,31,QR Digital-First Youth
222,14,5,15096.72581096311,18139.481851220116,1,0.0,0,1867.4686468198388,40,2,34,Micro Finance Rural
223,0,115,1318.759127260103,35024.02314461535,0,0.0,47,0.0,26,3,17,QR Digital-First Youth
224,2,21,32722.873708047475,227305.4280215705,1,56992.0610369299,5,60032.24375745896,40,4,50,NRN Remittance Active
225,164,0,100.0,249.68577023556122,0,0.0,0,0.0,26,3,61,Dormant At-Risk
226,1,51,87932.11612797098,1722280.3412610223,2,36289.13962994011,51,0.0,40,1,74,Active SME Borrower
227,1,85,1480.0125001306653,44179.51122351813,0,0.0,59,0.0,24,3,49,QR Digital-First Youth
228,15,4,7304.016779758902,13096.834756074491,1,0.0,0,2068.1899165724017,50,2,5,Micro Finance Rural
229,0,133,5130.867942891899,3348389.3609324284,2,65829.1041738039,49,0.0,49,1,16,Active SME Borrower
230,52,6,6350.070939113741,8425.682131414755,1,0.0,0,2514.5141856436317,43,2,19,Micro Finance Rural
231,20,11,216432.04141241155,481658.7951709748,0,1801738.1512486078,0,0.0,53,1,70,High-Value Depositor
232,30,17,113291.31006107522,1148618.5939189466,1,3297850.7013821388,0,0.0,67,0,5,High-Value Depositor
233,22,5,5840.625907353064,15967.440972993787,2,0.0,0,0.0,41,2,40,Micro Finance Rural
234,0,4,4025.3122144183503,8088.8392623326445,0,0.0,0,6092.427127460943,47,2,19,Micro Finance Rural
235,1,111,84654.58361898274,3128445.5858795214,2,59234.36134636791,19,0.0,41,1,46,Active SME Borrower
236,29,4,14382.834143555227,14092.937921911689,1,0.0,0,0.0,20,2,28,Micro Finance Rural
237,3,34,70496.14113297964,72890.35529063885,0,76195.0765278577,1,90298.97202393744,39,4,72,NRN Remittance Active
238,5,25,35821.30421037269,197062.81983344594,0,166999.99427381047,5,74630.05326751307,29,4,15,NRN Remittance Active
239,20,4,9362.387596286717,12786.562570352376,1,0.0,0,10131.595807651322,43,2,67,Micro Finance Rural
240,1,101,100.0,34490.59233551957,0,0.0,65,0.0,22,0,31,QR Digital-First Youth
241,0,93,1090.7073246134983,50019.59133374998,0,0.0,47,0.0,22,3,74,QR Digital-First Youth
242,3,51,89779.8267513893,2073673.5837412952,3,21829.460077907424,37,0.0,43,1,10,Active SME Borrower
243,12,10,63709.66356047016,933011.2135613204,0,4400268.4243109645,0,0.0,33,1,47,High-Value Depositor
244,2,90,87328.06837634092,2509136.10141041,1,70785.73066694479,5,0.0,55,1,43,Active SME Borrower
245,0,31,41696.85705548884,159045.53376125125,1,115150.81462374814,9,82258.82369172595,33,4,6,NRN Remittance Active
246,7,35,48646.54587492622,249807.61598774628,1,125375.6436041164,6,81304.38334714413,40,4,21,NRN Remittance Active
247,7,1,3730.704077792202,22841.310350906606,1,0.0,0,9056.77437487925,61,2,29,Micro Finance Rural
248,2,174,80651.46093622598,2118828.183510506,2,52887.35289965212,56,0.0,35,1,2,Active SME Borrower
249,0,44,122060.08603957391,2673317.5568749234,1,46686.74385358561,53,0.0,26,1,63,Active SME Borrower
250,0,176,78965.78160325765,1329744.120818185,2,34828.52112301677,37,0.0,42,1,70,Active SME Borrower
251,0,114,1125.7790807298977,48378.503801745486,0,0.0,53,0.0,23,3,22,QR Digital-First Youth
252,7,6,154265.90712825122,485205.4272811244,0,1746137.8863090384,0,0.0,45,1,48,High-Value Depositor
253,203,0,100.0,52.18161486552768,0,0.0,0,0.0,18,1,58,Dormant At-Risk
254,0,5,13070.717653862077,20294.055123657407,0,0.0,0,9605.638623416431,38,2,65,Micro Finance Rural
255,1,161,97348.03935305054,2218985.8366440516,2,29466.505075622194,41,0.0,51,1,5,Active SME Borrower
256,42,4,5484.470698334213,10737.950710502439,1,0.0,0,955.9201767051063,42,2,63,Micro Finance Rural
257,1,108,52560.73681135316,3603597.6520002815,2,37750.05469563815,53,0.0,34,1,37,Active SME Borrower
258,216,1,578.8957796852933,420.40031293041955,0,0.0,0,0.0,40,0,62,Dormant At-Risk
259,2,134,76100.03211235529,3364034.970265412,1,83839.89129319444,15,0.0,50,1,5,Active SME Borrower
