customer_id,amount,amount_log,hour_of_day,day_of_week,days_since_last_txn,amount_vs_30d_avg,amount_vs_peers,txn_count_1h,txn_count_24h,amount_sum_24h,unique_merchants_7d,channel_encoded,location_change_flag,amount_round_flag,fraud_flag,attack_type
291,2958.57,7.992799266495088,18,1,6.3,1.04,0.71,0,2,3361.3370579337425,5,3,0,0,0,None
471,1381.48,7.231634266745736,13,4,9.2,0.57,1.5,1,2,4202.881328363534,1,2,0,0,0,None
392,1248.86,7.130786824023878,9,1,13.3,1.46,0.76,1,3,3440.685836750652,1,2,0,0,0,None
376,2506.6,7.827081399399813,13,0,2.5,1.07,1.95,0,1,7415.110207035328,5,1,0,0,0,None
457,319.67,5.770412556953964,15,2,3.1,1.3,1.07,0,3,1837.8686603019016,3,0,0,0,0,None
299,12067.26,9.39833414462758,18,0,13.1,1.01,1.76,1,3,14370.10724031288,1,3,0,0,0,None
258,428.52,6.062668306114314,16,0,4.1,1.07,1.21,1,1,2053.62155177908,1,2,0,0,0,None
451,1435.35,7.269860452500736,15,1,12.6,1.2,1.42,1,2,2224.0841617861597,5,0,0,0,0,None
448,780.44,6.661138371482285,9,2,8.4,0.81,1.53,1,3,5696.803816120046,4,0,0,0,0,None
390,1886.11,7.54280183725725,17,6,7.1,0.67,0.89,1,3,6780.2225501454,1,2,0,0,0,None
222,2714.72,7.906812390580655,8,1,5.0,0.56,0.93,0,3,5990.512804214026,1,1,0,0,0,None
215,7118.59,8.870605418478322,11,3,12.5,0.77,1.6,1,1,8935.482803834668,4,2,0,0,0,None
227,1677.44,7.425620069579213,14,4,10.6,1.17,1.37,1,3,2452.426646566081,1,2,0,0,0,None
488,5974.4,8.695406320165649,21,0,10.2,1.1,1.92,0,2,8171.745760912863,1,0,0,0,0,None
492,238.34,5.47788513514537,17,5,4.9,0.84,1.17,1,3,1448.7252784848017,2,2,0,0,0,None
57,270.55,5.604146284480854,10,1,10.0,1.18,1.53,1,2,1462.1278461273491,4,0,0,0,0,None
234,1586.82,7.3701172852565255,15,2,6.1,1.36,1.12,0,3,2780.8477208312465,3,1,0,0,0,None
499,2051.22,7.626677413019447,11,2,8.2,0.93,1.22,1,2,4235.2242286606925,1,3,0,0,0,None
56,6068.85,8.711089172051334,12,6,7.1,1.22,1.35,0,3,10641.25232684918,5,2,0,0,0,None
236,2329.36,7.753778041062624,12,6,6.4,1.12,0.53,1,3,6488.777031952077,2,2,0,0,0,None
8,2690.46,7.89783907628924,16,6,9.0,0.62,1.57,1,3,5462.4925917648125,3,2,0,0,0,None
238,2334.12,7.755818560645436,13,5,9.3,0.73,1.36,0,1,4461.233119753813,1,2,1,0,0,None
470,3140.44,8.052436572504156,14,4,8.9,0.82,0.7,0,2,3813.4012147355634,4,2,0,0,0,None
386,2438.58,7.799581172323441,18,2,13.3,1.24,0.58,0,3,2843.3752078452408,3,2,1,0,0,None
473,1564.62,7.356037190655355,8,6,7.6,1.36,0.79,0,1,4795.450026302429,5,2,0,0,0,None
192,16490.61,9.710607045717925,15,0,14.2,1.42,1.41,0,1,19048.720632048884,2,2,0,0,0,None
140,843.31,6.738519725736546,20,5,13.8,1.19,1.19,1,2,3877.295019064483,1,0,1,0,0,None
496,200.73,5.306930169646259,9,4,11.9,1.29,1.42,1,1,3837.2227173185233,2,2,0,0,0,None
441,4522.11,8.416955089323611,13,4,5.5,0.59,0.71,0,2,6318.661012651679,1,2,0,0,0,None
361,2547.93,7.843428942249329,15,2,12.5,1.4,0.8,0,3,3108.9739576863512,5,2,0,0,0,None
480,5753.09,8.657666185282183,9,4,8.7,1.37,1.23,0,1,8644.574515469369,5,3,0,0,0,None
51,405.18,6.006796411104964,9,1,3.9,0.84,1.44,0,1,5076.448779091607,2,0,0,0,0,None
203,2201.1,7.697166729512147,14,2,5.9,1.44,0.65,0,3,3145.4555654314627,4,2,0,0,0,None
141,1650.7,7.409560339527045,7,3,4.7,1.42,1.98,1,1,6077.445815922348,1,2,1,0,0,None
215,732.35,6.597623077692765,11,6,14.5,0.68,0.83,1,3,4589.89683731276,4,0,0,0,0,None
229,12389.93,9.424720032338975,16,5,13.1,1.46,1.68,1,2,16780.818058611276,4,2,0,0,0,None
17,2201.3,7.6972575477848455,12,4,8.3,1.2,1.63,0,3,5760.52511221796,4,2,0,0,0,None
374,909.53,6.814026847554018,13,2,9.9,0.84,1.75,0,2,2985.2945503834108,4,2,0,0,0,None
36,1902.07,7.551223650644857,12,3,6.2,1.29,0.68,0,1,5730.0890736691945,1,2,0,0,0,None
145,859.28,6.757257917652781,23,3,11.2,0.82,0.76,0,2,3500.4499269977805,1,2,0,0,0,None
337,1012.14,6.920809698055846,13,2,0.6,1.28,1.19,1,1,2591.8536772954203,1,3,0,0,0,None
21,4052.5,8.307335984427763,21,1,14.0,1.12,1.49,1,3,4306.777205976134,4,0,0,0,0,None
321,8889.39,9.09272619706202,12,3,13.3,0.64,0.61,1,1,12833.370498060263,4,1,0,0,0,None
338,643.1,6.467853993552845,16,2,9.6,1.41,1.58,0,3,4789.656505344904,2,2,0,0,0,None
129,1144.42,7.043526660956257,16,1,6.3,1.4,0.99,1,2,5712.658937575215,1,2,0,0,0,None
256,5220.51,8.560541911076248,13,5,3.6,1.03,1.56,0,1,6493.957697259175,4,2,0,0,0,None
450,826.79,6.718759499029054,4,0,5.6,0.95,1.95,0,2,5390.834965066467,5,2,0,0,0,None
185,3999.67,8.29421712607547,13,1,2.7,0.58,0.71,1,2,7784.308481730421,1,2,0,0,0,None
293,8720.23,9.07351556200157,13,1,10.8,1.03,0.96,0,3,10997.434934649831,2,2,0,0,0,None
212,2286.04,7.735013684031614,13,4,11.9,1.15,0.62,1,2,4976.697268507361,1,0,0,0,0,None
178,1775.95,7.482653690448717,11,1,9.4,1.24,1.5,1,3,5166.956614284847,2,2,0,0,0,None
290,564.85,6.338329025411951,13,0,6.9,1.09,0.93,1,1,3353.429017232287,2,1,0,0,0,None
12,3483.63,8.156117148261279,14,2,11.3,0.84,1.22,0,1,6380.158863869894,5,1,0,0,0,None
465,8161.02,9.007246966342558,16,2,9.8,0.75,1.66,1,3,8341.414527200652,2,2,0,0,0,None
42,19976.4,9.902356913604754,14,0,14.3,1.22,1.92,0,3,21279.949811099388,1,2,0,0,0,None
6,1548.97,7.345990854887275,11,1,2.8,1.43,1.37,1,1,3478.6460537601893,2,0,0,0,0,None
329,1735.84,7.45982264916023,17,2,7.2,1.32,0.89,0,1,6164.081188769237,5,2,0,0,0,None
138,348.64,5.856904053712287,13,6,13.2,1.36,1.88,0,1,4746.183416784305,5,2,0,0,0,None
135,8296.06,9.023656514167607,9,1,0.9,1.22,1.39,1,3,9755.74363276627,2,2,0,0,0,None
428,2872.18,7.963174709296564,15,0,3.5,0.66,0.53,0,3,7106.960580550569,3,2,1,0,0,None
349,411.97,6.0233749510974945,11,5,14.3,1.39,1.57,0,1,905.2236727649622,1,0,0,0,0,None
499,1345.33,7.205137651031877,4,2,12.8,0.72,1.19,1,1,1823.748292335903,2,2,0,0,0,None
16,918.6,6.8239387928890265,11,4,2.6,0.66,1.38,1,1,2084.4743070322725,3,2,0,0,0,None
481,31836.01,10.368384728513602,10,0,7.6,0.51,0.51,0,2,35007.234981848575,5,0,0,0,0,None
86,760.26,6.6349749552268245,9,1,12.0,0.87,1.36,1,3,5717.413865330596,5,3,0,0,0,None
458,287.37,5.66424437780871,9,2,11.5,0.95,1.82,1,3,978.5732202153024,3,2,0,0,0,None
438,4543.83,8.421745602171669,11,0,10.4,1.12,1.13,1,2,8734.70951932768,2,0,0,0,0,None
225,6597.31,8.794568834619342,13,6,12.8,1.3,1.51,1,3,6943.103359688132,2,3,0,0,0,None
327,281.24,5.642757772818427,14,2,10.7,1.06,0.67,0,3,2490.417559304253,2,2,0,0,0,None
122,7860.19,8.9696932734546,12,3,5.6,1.11,1.1,1,1,11936.631051960847,3,2,0,0,0,None
32,1134.54,7.034863587697512,12,6,7.7,1.03,1.27,0,3,5207.207524125197,1,1,0,0,0,None
94,7290.31,8.894438507075648,16,2,5.1,0.81,0.93,1,2,10091.82683124849,2,2,0,0,0,None
212,4111.81,8.321861772171912,9,1,14.8,0.99,1.65,0,1,7790.396095076006,2,2,0,0,0,None
294,549.42,6.310681623168255,13,1,10.9,1.05,0.56,0,3,1059.1891364069124,4,2,0,0,0,None
360,951.98,6.859593917075118,9,5,5.9,1.01,1.2,1,1,2052.2539264041216,5,2,0,0,0,None
150,5256.17,8.567348138131859,9,5,11.4,1.28,1.27,1,3,6241.545407408641,1,2,0,0,0,None
363,779.53,6.659973176116232,12,1,11.4,1.16,1.05,0,2,3280.106916733488,4,2,0,0,0,None
282,302.3,5.714722414694536,18,3,5.1,1.46,1.66,0,2,3197.53649970965,2,2,0,0,0,None
441,1489.84,7.307094998476706,7,6,11.5,1.35,0.62,1,2,5563.857799510959,4,3,0,0,0,None
62,1809.19,7.501187091126348,16,3,8.9,1.19,1.53,0,1,6653.364647405497,2,2,0,0,0,None
201,1697.54,7.437524337514683,18,0,8.4,0.64,0.56,1,3,5207.621120472373,4,2,0,0,0,None
237,2729.12,7.912100843256923,17,4,10.5,0.89,0.74,0,1,4253.256586823178,1,1,0,0,0,None
72,4473.73,8.406201293693183,16,5,5.6,1.45,1.04,0,2,5510.473307151104,5,0,0,0,0,None
74,305.38,5.72482616158455,8,4,12.7,0.9,1.81,0,3,3619.455975680539,1,2,0,0,0,None
112,1632.05,7.398204710995299,2,1,13.3,1.24,1.86,0,1,4477.992310807516,3,3,0,0,0,None
360,613.67,6.421085538427217,19,1,5.0,0.92,1.23,0,2,3393.3906841296002,4,2,0,0,0,None
256,4320.42,8.371339330930633,19,2,7.7,1.18,1.89,0,1,4962.945468519122,4,2,1,0,0,None
330,199.09,5.298767265328402,17,2,12.9,1.22,1.93,0,1,4611.003879463335,5,0,1,0,0,None
422,9495.67,9.158696489824134,16,1,4.5,1.44,1.59,0,2,11226.468674938134,1,0,0,0,0,None
308,2505.97,7.826830131592877,15,3,10.5,1.29,1.44,1,2,4917.965724362915,1,2,0,0,0,None
17,4137.39,8.328062102293577,9,4,11.0,1.43,0.6,0,1,7115.324408307804,3,0,0,0,0,None
156,1011.2,6.919881458779978,13,3,2.8,0.55,0.82,1,3,3851.754563746169,2,2,0,0,0,None
425,3975.54,8.288167373443793,12,5,8.0,0.66,0.51,0,3,6096.063890880265,2,2,0,0,0,None
166,492.59,6.201705213066669,18,1,10.9,0.73,1.93,0,1,1136.4576247021057,5,2,0,0,0,None
159,859.5,6.757513615651594,14,1,7.0,1.0,1.19,1,2,5377.671310501698,2,0,0,0,0,None
234,5132.13,8.543470888559488,7,5,14.1,1.08,1.51,1,2,7265.914370296111,1,2,0,0,0,None
207,2338.26,7.757589919021311,8,3,3.6,1.1,1.11,0,1,6902.048358961383,2,2,0,0,0,None
406,4627.57,8.440003244083085,11,0,0.6,1.27,1.22,0,3,9265.924665380982,1,3,0,0,0,None
471,2886.61,7.968184449342539,17,3,7.1,0.65,1.32,1,1,6744.400923814224,2,2,0,0,0,None
99,1546.12,7.344150417054043,13,2,10.3,1.22,1.71,0,1,3268.4111067116137,5,2,0,0,0,None
368,309.45,5.738022857810901,13,2,5.7,1.41,1.06,0,3,2688.153452937163,5,0,0,0,0,None
366,419.6,6.0416822632686,16,5,9.6,1.26,1.66,1,3,5050.311969974655,4,2,0,0,0,None
345,393.69,5.978100646649849,18,0,3.1,1.25,1.78,0,2,4892.523773351091,3,2,0,0,0,None
169,1182.77,7.076459539816907,14,3,12.4,1.09,1.92,0,3,1532.6250859614229,3,0,0,0,0,None
440,11047.65,9.310063527536597,9,5,0.6,1.32,1.26,1,1,15241.811117914403,4,1,0,0,0,None
56,5482.02,8.60941132303555,16,0,4.9,0.95,0.93,1,3,7845.30234494495,3,2,0,0,0,None
119,9452.44,9.154133975412181,12,0,3.8,1.31,1.75,0,2,11605.416582273008,4,2,0,0,0,None
212,677.97,6.520576943961113,15,0,13.4,1.16,1.91,0,1,2366.385763962756,4,2,0,0,0,None
253,14280.91,9.566748980450773,16,2,0.6,0.95,0.59,0,2,16794.861980493988,4,3,0,0,0,None
412,1203.46,7.09378661270317,15,6,6.4,1.2,1.96,0,2,3499.419739717166,2,2,1,0,0,None
164,1709.05,7.444277888835313,15,0,2.2,1.35,1.47,1,1,5759.979684593491,2,1,0,0,0,None
143,936.28,6.842982063639369,16,1,3.4,1.37,1.0,1,2,4144.709510548654,4,0,0,0,0,None
236,180.33,5.200318575665935,16,2,8.5,0.75,0.87,0,2,4351.467088817558,4,2,0,0,0,None
287,2443.37,7.8015426999950295,15,5,7.2,1.39,1.2,1,3,4917.408246285497,1,3,0,0,0,None
8,1184.86,7.078223528745091,13,5,3.0,1.21,1.3,1,1,5395.802517531573,4,2,0,0,0,None
445,1418.09,7.257771100095912,9,4,10.1,1.08,0.55,0,2,1844.7853073580077,3,2,0,0,0,None
393,2135.45,7.6669008520487045,16,5,3.3,1.43,1.56,0,3,5433.518362281971,1,0,0,0,0,None
78,107.46,4.686381441412914,14,3,10.6,1.26,1.88,0,1,1470.7786068428688,5,1,0,0,0,None
389,508.06,6.232565887795969,15,5,9.1,1.0,0.69,0,1,1630.7038748741236,4,0,0,0,0,None
98,5015.53,8.520493738612911,12,1,14.2,1.19,1.53,0,2,9250.933192175024,2,2,0,0,0,None
110,15833.27,9.6699318574996,14,5,0.7,1.36,1.33,0,1,19834.85075885994,3,2,0,0,0,None
25,644.67,6.470288537348172,9,5,7.7,0.84,0.99,0,3,3049.258772749051,2,2,0,0,0,None
242,251.3,5.530618855647012,12,2,2.9,1.07,1.98,0,3,3351.5047651701566,5,2,0,0,0,None
65,1675.24,7.424308468880852,8,6,8.5,1.44,1.95,1,2,3938.0641194845775,5,2,0,0,0,None
29,155.16,5.050881122664783,13,1,13.4,1.05,0.65,1,2,515.6763643786846,5,0,0,0,0,None
316,3014.12,8.011394909364272,14,6,1.2,1.32,0.8,1,3,3743.212375951388,3,2,0,0,0,None
204,1201.92,7.092507213347801,21,0,6.8,1.37,0.59,1,3,1474.8301933633443,5,0,0,0,0,None
51,99.64,4.611549792952131,14,1,2.5,0.6,1.1,0,3,1672.8670435493057,5,2,0,0,0,None
196,5826.88,8.670408576849168,16,3,3.7,1.25,1.7,0,2,6608.497370749554,5,2,0,0,0,None
210,6835.05,8.829965358427573,9,5,6.9,0.67,1.35,1,2,10385.761864228985,2,1,0,0,0,None
357,597.85,6.395011149393516,13,3,10.3,1.25,1.82,0,1,1654.0683529462885,3,2,0,0,0,None
465,435.73,6.0793151551780085,12,0,1.3,1.32,1.38,0,3,624.3113321669732,1,2,0,0,0,None
392,1939.39,7.5706442627812,14,1,13.7,1.15,1.78,1,1,4076.3861501418687,5,2,0,0,0,None
296,6380.36,8.761136519766362,21,2,0.6,0.63,1.99,1,2,7814.5628715081775,2,2,0,0,0,None
217,1219.59,7.107089627384716,13,4,11.3,1.24,0.9,0,1,4304.596872516894,3,2,1,0,0,None
202,6008.83,8.701151740939508,10,1,6.8,0.51,0.57,0,2,7987.87870803304,5,2,0,0,0,None
79,369.23,5.9141244341332015,11,4,7.9,0.73,0.91,0,2,4185.619752154194,5,2,0,0,0,None
391,91.29,4.524935793277486,11,0,9.8,0.5,0.8,0,3,2308.3148549811285,3,0,0,0,0,None
93,3355.49,8.11865106408046,10,2,4.3,1.19,1.57,1,2,6317.040620480336,2,2,0,0,0,None
148,808.64,6.696589704427335,13,5,6.4,0.64,0.51,1,1,917.0411162380516,4,2,0,0,0,None
260,1173.37,7.068487112574845,10,4,5.6,0.98,1.21,0,1,3900.071623615097,1,2,0,0,0,None
373,647.38,6.474476944228489,21,0,1.3,1.44,1.35,0,3,2208.6049867938323,5,2,0,0,0,None
266,16.33,2.8524391037275145,15,5,2.7,0.67,1.92,0,2,813.0001463651344,5,2,0,0,0,None
294,2906.09,7.974907859831955,18,0,7.3,1.35,1.61,0,2,7168.972752854526,2,2,0,0,0,None
6,94.37,4.557764063590821,12,1,7.9,0.78,1.56,0,1,3545.3862326359344,2,1,1,0,0,None
48,1522.64,7.3288574878697,9,4,11.3,1.4,1.42,0,3,4046.4066483804054,5,1,0,0,0,None
28,1879.08,7.539069608110123,18,2,1.4,1.29,0.69,1,3,4152.954042758677,4,2,0,0,0,None
155,3417.63,8.136995165005807,8,6,14.3,1.03,1.92,1,2,8016.2307301665805,5,2,0,0,0,None
377,482.63,6.181320151556017,14,6,4.6,0.6,1.35,0,3,5396.187706645202,1,1,0,0,0,None
482,10777.61,9.285318893663106,16,6,12.6,0.75,0.52,1,1,13701.443386263487,5,0,0,0,0,None
165,2644.8,7.8807287560282795,10,5,10.2,0.93,1.17,1,3,4545.108431987131,4,2,0,0,0,None
402,2093.84,7.647232457124689,16,6,4.0,1.14,0.61,0,2,4023.2678738179675,1,2,0,0,0,None
232,1287.19,7.160993411312904,5,2,1.4,1.13,1.96,1,1,6104.808191764661,4,2,1,0,0,None
338,5980.89,8.696491850521992,9,0,1.0,0.55,1.87,0,3,6239.990394470648,2,2,0,0,0,None
215,5685.08,8.64577636175671,19,6,3.5,1.03,0.98,1,3,8035.186311039375,3,0,0,0,0,None
457,1462.74,7.2887500831208705,17,1,5.9,1.04,0.95,0,3,4119.66021764959,4,1,0,0,0,None
397,443.58,6.0971300162627635,14,5,10.4,1.24,1.43,0,1,4653.369526207723,4,0,1,0,0,None
47,7257.08,8.88987061003247,17,1,8.9,1.26,0.76,0,3,11364.186226291917,5,2,0,0,0,None
164,12227.25,9.411504127682333,14,1,8.5,1.01,1.65,0,3,17058.296832473727,4,2,0,0,0,None
367,1758.78,7.4729440802190465,18,5,6.5,1.34,1.88,0,1,5395.04319215759,1,0,0,0,0,None
308,1005.6,6.91433359434226,20,2,7.9,1.01,1.93,1,3,1888.2593804597627,3,2,0,0,0,None
141,1819.46,7.506844495388382,14,0,12.6,1.4,1.66,0,3,5545.32077066985,2,2,0,0,0,None
331,1151.5,7.049688774870804,11,0,4.1,0.77,0.93,0,1,5116.094608639376,5,2,0,0,0,None
111,21761.73,9.98795415265931,13,6,3.1,1.33,0.84,1,2,24009.60253230877,2,1,0,0,0,None
37,6671.81,8.805796339547548,12,5,10.2,1.25,0.72,1,2,6703.333062184636,4,2,0,0,0,None
105,180.82,5.203017186693712,13,5,2.4,1.15,1.19,1,1,1508.892562656769,1,1,0,0,0,None
189,421.7,6.046662707572744,13,5,13.4,1.19,0.64,1,1,2169.18823111467,2,2,0,0,0,None
148,812.46,6.701296755198198,12,4,6.7,0.98,0.94,0,2,3615.13101547024,2,0,0,0,0,None
380,248.5,5.519458915191573,13,4,3.3,1.44,1.75,0,1,463.0572320536371,5,2,0,0,0,None
168,303.0,5.717027701406222,11,0,8.2,0.74,1.99,0,3,2637.6042067014787,1,2,0,0,0,None
226,2533.69,7.837826620579058,21,3,9.3,0.69,0.84,1,1,5957.979051673172,4,2,0,0,0,None
223,2655.94,7.8849303636456,9,3,10.2,0.7,1.81,1,3,4793.130624145542,2,2,0,0,0,None
170,4354.53,8.379201581078183,11,5,12.0,0.81,1.63,0,2,7671.464462747297,1,3,0,0,0,None
209,344.92,5.846207534450843,13,5,14.1,1.01,1.75,1,2,2571.6972157774876,5,0,0,0,0,None
108,151.2,5.025195445427586,9,3,9.9,0.65,0.69,0,2,608.2479644588832,3,2,0,0,0,None
208,2302.44,7.742158936717438,14,2,4.5,1.26,1.69,0,1,7292.275513046472,4,3,0,0,0,None
426,2075.65,7.638511297399,18,0,2.3,1.19,1.02,0,3,3354.805833231436,1,0,0,0,0,None
26,2953.89,7.991216704105028,16,0,9.7,0.59,1.59,1,1,4843.3686888864695,3,2,0,0,0,None
310,698.61,6.550523036924509,12,5,11.8,1.44,1.62,1,2,5137.06903295645,5,2,0,0,0,None
432,280.95,5.641729750253191,16,2,12.5,0.64,1.99,0,1,1401.0217854438065,4,0,0,0,0,None
179,4874.36,8.491949226859301,11,3,8.4,0.75,1.93,1,2,8402.306291489569,2,1,0,0,0,None
42,1489.89,7.307128536053887,15,6,10.3,0.74,0.68,0,1,4465.065532250139,5,2,0,0,0,None
141,1181.94,7.075758144179902,10,0,6.6,0.54,0.51,0,2,2162.710421729206,2,2,0,0,0,None
115,2668.57,7.889672689735424,12,6,6.8,0.56,1.16,0,1,7484.463995299526,1,2,0,0,0,None
147,2579.48,7.855730707122785,15,3,3.7,0.56,1.6,1,1,3528.9693363381857,1,0,0,0,0,None
238,8096.18,8.999271131894746,10,4,7.2,0.71,0.67,1,1,9335.218952691588,5,3,0,0,0,None
330,5076.61,8.5325959574247,2,3,5.2,0.69,1.88,0,2,10024.162487888294,5,2,0,0,0,None
253,1640.19,7.40317686744686,17,4,7.4,0.66,1.19,0,2,2156.4787773943976,4,0,1,0,0,None
442,407.57,6.012663258248976,15,5,11.9,0.58,1.31,0,1,2125.566282749178,4,2,0,0,0,None
269,4543431.15454457,15.329193265584912,2,5,26.01779408031369,38.78787212860095,48.254545891697674,1,1,4543431.15454457,1,3,1,1,1,Midnight_Outlier
429,2663.14,7.887636582831996,10,4,7.5,0.83,1.64,1,1,4895.876965215972,4,2,0,0,0,None
453,3412.36,8.135452422394872,19,2,11.8,0.91,1.56,1,1,6640.925057185431,2,0,0,0,0,None
323,3946.73,8.280896009156983,16,4,10.4,0.62,1.21,1,3,4418.959626626096,4,2,0,0,0,None
379,6747.87,8.817130362444985,9,4,13.0,0.92,0.87,0,1,7225.112394652363,5,2,0,0,0,None
131,1960.37,7.5813984876439395,14,2,7.2,1.09,1.4,1,2,2526.3984172356604,4,2,0,0,0,None
211,400.41,5.994983348857101,8,1,4.5,1.24,1.7,1,3,3882.07493771395,3,2,0,0,0,None
189,5075.7,8.532416723187723,17,1,7.9,1.47,0.68,0,2,6881.734570023954,4,2,0,0,0,None
242,771.77,6.649981462269021,16,1,11.1,1.32,1.81,0,2,5657.663790991712,5,2,0,0,0,None
417,917.18,6.822393449831,12,4,9.6,1.17,0.81,0,1,3827.719732286447,2,2,0,0,0,None
219,3708.25,8.218584978830902,16,4,4.0,1.32,0.67,1,1,4636.447446970969,1,2,0,0,0,None
111,472.54,6.160236386354853,17,5,1.6,1.23,1.21,1,2,2481.5051058012705,4,2,0,0,0,None
402,6647.05,8.802078857565967,6,5,3.8,1.12,0.9,0,2,10134.295396588757,4,0,1,0,0,None
